problem_id,round_id,link,num_contestants,contestant_registrant_ratio,num_rounds,first_submission_time,last_submission_time,experience,engagement_barrier,scoring_complexity,prize_pool,prize_number,average_experience,duration,machine_learning,improve,target,task_type,submission_type,scoring_type,provisional_testing,system_vs_provisional,prize_nonmonetary,prize_threshold
5959,9874,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=9874&pm=5959,497,0.9613152804642167,1,3343656380,3344259522,448,1.0,1.0,0.0,0.0,0.9014084507042254,168.0,No,Yes,Quality,Strategy,Code,Relative,TC only,Similar,No,No
6058,9881,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=9881&pm=6058,251,0.9543726235741445,1,3347802057,3349011491,292,2.0,2.0,0.0,0.0,1.1633466135458168,336.0,No,No,Resource or Both,Optimization,Code,Relative,TC only,Similar,No,No
6088,9892,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=9892&pm=6088,378,0.984375,1,3349622987,3350825847,496,2.0,1.0,0.0,0.0,1.312169312169312,335.0,No,No,Resource or Both,Strategy,Code,Relative,TC preferred,Similar,No,No
6164,9958,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=9958&pm=6164,380,0.987012987012987,1,3352038115,3353327968,612,2.0,2.0,0.0,0.0,1.6105263157894736,359.0,No,No,Resource or Both,Optimization,Code,Absolute,TC preferred,Similar,No,No
6217,9974,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=9974&pm=6217,274,0.9681978798586572,1,3354454603,3355660722,533,2.0,1.0,0.0,0.0,1.9452554744525548,336.0,No,No,Quality,Optimization,Code,Absolute,TC preferred,Similar,No,No
6377,10015,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=10015&pm=6377,164,1.0,1,3356265862,3356870305,372,2.0,2.0,0.0,0.0,2.268292682926829,168.0,No,No,Quality,Strategy,Code,Absolute,TC only,Similar,No,No
6383,10019,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=10019&pm=6383,138,0.971830985915493,1,3356895291,3358173291,227,2.0,2.0,0.0,0.0,1.644927536231884,355.0,No,No,Resource or Both,Optimization,Code,Absolute,TC preferred,Similar,No,No
6518,10082,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=10082&pm=6518,204,0.9714285714285714,1,3358688669,3359289585,391,2.0,1.0,0.0,0.0,1.9166666666666667,167.0,No,No,Quality,Strategy,Code,Absolute,TC preferred,Similar,No,No
6525,10083,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=10083&pm=6525,78,0.9512195121951219,1,3359301237,3360498879,263,2.0,2.0,0.0,0.0,3.371794871794872,333.0,No,No,Resource or Both,Optimization,Code,Absolute,TC only,Similar,No,No
6550,10088,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=10088&pm=6550,167,0.9709302325581395,1,3364136300,3364747110,447,1.5,1.5,0.0,0.0,2.6766467065868262,170.0,No,No,Quality,Strategy,Code,Relative,TC only,Similar,No,No
6563,10086,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=10086&pm=6563,195,0.9558823529411765,1,3361710374,3362313450,484,2.0,1.0,0.0,0.0,2.482051282051282,168.0,No,No,Quality,Strategy,Code,Absolute,TC preferred,Similar,No,No
6592,10089,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=10089&pm=6592,170,0.9883720930232558,1,3364742115,3365942195,521,2.0,2.0,0.0,0.0,3.0647058823529414,334.0,No,No,Resource or Both,Strategy,Code,Absolute,TC only,Similar,No,No
6595,10087,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=10087&pm=6595,194,0.9797979797979798,1,3362319506,3363523145,669,2.0,2.0,0.0,0.0,3.448453608247423,335.0,No,No,Resource or Both,Optimization,Code,Absolute,TC only,Similar,No,No
6686,10101,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=10101&pm=6686,100,0.9345794392523364,1,3366562518,3367151816,258,2.0,1.0,0.0,0.0,2.58,164.0,No,No,Quality,Strategy,Code,Absolute,TC preferred,Similar,No,No
6717,10685,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=10685&pm=6717,87,0.9886363636363636,1,3376848157,3377436683,399,3.0,1.0,0.0,0.0,4.586206896551724,164.0,No,No,Quality,Optimization,Code,Absolute,TC preferred,Similar,No,No
6727,10105,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=10105&pm=6727,110,0.9734513274336283,1,3367173842,3368375960,412,2.0,2.0,0.0,0.0,3.7454545454545456,334.0,No,No,Resource or Both,Strategy,Code,Relative,TC preferred,Similar,No,No
6732,10678,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=10678&pm=6732,153,0.9935064935064936,1,3374415098,3375017965,409,1.5,1.0,0.0,0.0,2.673202614379085,168.0,No,No,Quality,Strategy,Code,Absolute,TC preferred,Similar,No,No
6733,10123,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=10123&pm=6733,172,0.9942196531791907,1,3370182579,3371389145,682,2.0,2.0,0.0,0.0,3.9651162790697674,336.0,No,No,Quality,Optimization,Code,Relative,TC only,Similar,No,No
6759,10118,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=10118&pm=6759,148,0.9801324503311258,1,3369658586,3370175061,132,1.5,1.5,0.0,0.0,0.8918918918918919,144.0,No,No,Quality,Strategy,Code,Absolute,TC only,Similar,No,No
6858,10128,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=10128&pm=6858,48,0.9795918367346939,1,3371394127,3371990619,200,2.0,2.0,0.0,0.0,4.166666666666667,166.0,No,No,Quality,Optimization,Code,Absolute,TC preferred,Similar,No,No
6878,10649,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=10649&pm=6878,194,0.9847715736040609,1,3372601651,3373894771,799,2.0,1.0,0.0,0.0,4.118556701030927,360.0,No,No,Resource or Both,Optimization,Code,Absolute,TC preferred,Similar,No,No
7297,10681,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=10681&pm=7297,117,0.9590163934426229,1,3375032459,3376227429,551,2.0,2.0,0.0,0.0,4.7094017094017095,332.0,No,No,Resource or Both,Optimization,Code,Absolute,TC only,Similar,No,No
7328,10692,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=10692&pm=7328,140,0.9859154929577465,1,3378055648,3379251531,436,2.0,2.0,0.0,0.0,3.1142857142857143,333.0,No,No,Quality,Strategy,Code,Absolute,Shared,Similar,No,No
7430,10696,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=10696&pm=7430,60,0.9230769230769231,1,3379267927,3379856208,230,1.5,1.0,0.0,0.0,3.8333333333333335,164.0,No,No,Quality,Strategy,Code,Relative,Shared,Similar,No,No
7478,10704,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=10704&pm=7478,170,0.9826589595375722,1,3380465393,3381670769,741,2.0,1.0,0.0,0.0,4.358823529411764,335.0,No,No,Quality,Strategy,Code,Relative,TC only,Similar,No,No
7542,10757,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=10757&pm=7542,41,0.9761904761904762,2,3385921598,3387110188,589,3.0,1.5,0.0,0.0,14.365853658536585,331.0,No,No,Quality,Optimization,Code,Relative,Shared,Similar,No,No
7542,10758,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=10758&pm=7542,29,0.9666666666666667,2,3385921598,3387110001,572,3.0,1.5,0.0,0.0,19.724137931034484,331.0,No,No,Quality,Optimization,Code,Relative,Shared,Similar,No,No
7545,10732,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=10732&pm=7545,445,1.0,2,3383482819,3384086400,2101,2.0,1.0,0.0,0.0,4.721348314606741,168.0,No,No,Quality,Strategy,Code,Absolute,TC only,Similar,No,No
7545,10733,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=10733&pm=7545,30,0.967741935483871,2,3383482819,3384079336,1694,2.0,1.0,0.0,0.0,56.46666666666667,166.0,No,No,Quality,Strategy,Code,Absolute,TC only,Similar,No,No
7548,10722,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=10722&pm=7548,532,0.99812382739212,2,3382282618,3382876782,1676,2.0,2.0,0.0,0.0,3.1503759398496243,166.0,No,No,Quality,Strategy,Code,Absolute,TC preferred,Similar,No,No
7548,10723,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=10723&pm=7548,21,0.9545454545454546,2,3382282618,3382876010,1276,2.0,2.0,0.0,0.0,60.76190476190476,165.0,No,No,Quality,Strategy,Code,Absolute,TC preferred,Similar,No,No
7604,10747,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=10747&pm=7604,171,1.0,2,3384696179,3385295981,1384,2.0,1.0,0.0,0.0,8.09356725146199,167.0,No,No,Quality,Strategy,Code,Relative,Shared,Similar,No,No
7604,10748,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=10748&pm=7604,42,0.9767441860465116,2,3384696179,3385295876,1254,2.0,1.0,0.0,0.0,29.857142857142858,167.0,No,No,Quality,Strategy,Code,Relative,Shared,Similar,No,No
7789,10815,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=10815&pm=7789,281,0.9894366197183099,1,3388324103,3389529541,1169,1.0,2.0,0.0,0.0,4.160142348754448,335.0,No,No,Quality,Strategy,Code,Relative,Shared,Similar,No,No
7861,10500,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=10500&pm=7861,363,1.0,1,3395581977,3396182384,1353,2.0,2.0,0.0,0.0,3.727272727272727,167.0,No,No,Quality,Optimization,Code,Relative,TC preferred,Similar,No,No
7874,10834,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=10834&pm=7874,176,0.9565217391304348,1,3390757723,3391343992,915,2.0,2.0,5000.0,10.0,5.198863636363637,163.0,No,No,Resource or Both,Exploration,Code,Absolute,TC preferred,Similar,No,No
7892,10845,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=10845&pm=7892,8,1.0,1,3391951421,3391981182,93,3.0,2.0,0.0,0.0,11.625,9.0,No,No,Quality,Strategy,Code,Relative,Shared,Similar,No,No
7972,10848,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=10848&pm=7972,49,1.0,1,3391985839,3392589563,522,2.0,2.0,0.0,0.0,10.653061224489797,168.0,No,No,Resource or Both,Exploration,Code,Absolute,TC preferred,Similar,No,No
7993,10859,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=10859&pm=7993,179,0.9835164835164835,1,3393161475,3394367781,969,2.0,1.0,0.0,0.0,5.41340782122905,336.0,No,No,Quality,Optimization,Code,Absolute,Shared,Similar,No,No
8024,10860,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=10860&pm=8024,89,0.9888888888888889,1,3395587291,3396182186,620,2.0,1.0,0.0,0.0,6.966292134831461,166.0,No,No,Resource or Both,Strategy,Code,Relative,Shared,Similar,No,No
8053,10501,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=10501&pm=8053,251,1.0,1,3396789091,3397391977,1298,2.0,2.0,0.0,0.0,5.171314741035856,168.0,No,No,Quality,Strategy,Code,Relative,Shared,Similar,No,No
8100,10862,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=10862&pm=8100,117,0.9915254237288136,1,3397999492,3399206182,845,2.0,1.0,0.0,0.0,7.222222222222222,336.0,No,No,Quality,Optimization,Code,Relative,Shared,Similar,No,No
8102,10861,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=10861&pm=8102,101,0.9711538461538461,1,3396791638,3397391911,796,1.0,1.0,0.0,0.0,7.881188118811881,167.0,No,No,Quality,Optimization,Code,Relative,Shared,Similar,No,No
8113,10929,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=10929&pm=8113,352,0.6365280289330922,1,3399812501,3400415892,1650,2.0,1.0,0.0,0.0,4.6875,168.0,No,No,Quality,Inference,Code,Absolute,Shared,Similar,No,No
8168,10930,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=10930&pm=8168,69,0.19008264462809918,1,3401037558,3402230322,522,3.0,2.0,15000.0,10.0,7.565217391304348,332.0,No,No,Quality,Optimization,Code,Relative,TC preferred,Similar,No,No
8176,10502,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=10502&pm=8176,83,1.0,1,3398001988,3399206374,687,2.0,1.0,0.0,0.0,8.27710843373494,335.0,No,No,Quality,Strategy,Code,Absolute,Shared,Similar,No,No
8281,10931,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=10931&pm=8281,168,0.484149855907781,1,3403449057,3404653120,964,1.0,1.0,0.0,0.0,5.738095238095238,335.0,No,No,Quality,Strategy,Code,Relative,Shared,Similar,No,No
8285,10981,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=10981&pm=8285,8,1.0,1,3402827023,3402853529,109,2.0,1.0,0.0,0.0,13.625,8.0,No,No,Quality,Strategy,Code,Absolute,TC preferred,Similar,No,No
8426,10932,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=10932&pm=8426,324,0.7346938775510204,1,3405259737,3405862773,1618,1.0,1.0,0.0,0.0,4.993827160493828,168.0,No,No,Quality,Optimization,Code,Absolute,TC preferred,Similar,No,No
8433,10933,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=10933&pm=8433,115,0.5066079295154186,1,3406471129,3407072285,805,2.0,2.0,0.0,0.0,7.0,167.0,No,No,Quality,Optimization,Code,Relative,Shared,Similar,No,No
8472,12198,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=12198&pm=8472,55,0.3618421052631579,1,3416186332,3416745482,399,2.0,2.0,0.0,0.0,7.254545454545455,156.0,No,No,Quality,Strategy,Code,Relative,Shared,Similar,No,No
8562,11133,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=11133&pm=8562,100,0.3246753246753247,1,3408968459,3410095537,685,2.0,1.0,0.0,0.0,6.85,314.0,No,No,Quality,Optimization,Code,Relative,TC preferred,Similar,No,No
8579,11130,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=11130&pm=8579,617,0.8776671408250356,2,3410702084,3411305972,3833,2.0,1.5,0.0,0.0,6.212317666126419,168.0,No,No,Quality,Optimization,Code,Relative,Shared,Similar,No,No
8579,11134,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=11134&pm=8579,69,0.40588235294117647,2,3410702084,3411305980,3297,2.0,1.5,0.0,0.0,47.78260869565217,168.0,No,No,Quality,Optimization,Code,Relative,Shared,Similar,No,No
8604,12200,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=12200&pm=8604,57,0.17757009345794392,1,3418602550,3419164469,404,2.0,2.0,0.0,0.0,7.087719298245614,157.0,No,No,Quality,Strategy,Code,Relative,Shared,Similar,No,No
8632,11131,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=11131&pm=8632,267,0.9888888888888889,2,3411911801,3412515600,2615,2.0,1.5,0.0,0.0,9.794007490636703,168.0,No,No,Quality,Strategy,Code,Relative,TC preferred,Similar,No,No
8632,11135,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=11135&pm=8632,57,0.41007194244604317,2,3411911801,3412515079,2397,2.0,1.5,0.0,0.0,42.05263157894737,168.0,No,No,Quality,Strategy,Code,Relative,TC preferred,Similar,No,No
8671,11136,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=11136&pm=8671,146,0.48184818481848185,1,3413124271,3414329897,736,2.0,1.0,0.0,0.0,5.041095890410959,335.0,No,No,Quality,Strategy,Code,Absolute,Shared,Similar,No,No
8674,11132,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=11132&pm=8674,93,1.0,1,3413127753,3414329998,1189,2.0,2.0,0.0,0.0,12.78494623655914,334.0,No,No,Quality,Inference,Code,Relative,Shared,Similar,No,No
8708,12166,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=12166&pm=8708,128,0.42244224422442245,1,3414340469,3415622390,1014,2.0,1.0,0.0,0.0,7.921875,357.0,No,No,Resource or Both,Optimization,Code,Relative,Shared,Similar,No,No
8737,12203,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=12203&pm=8737,119,0.41901408450704225,1,3425213865,3425817457,715,2.0,1.0,0.0,0.0,6.008403361344538,168.0,No,No,Quality,Segmentation,Code,Absolute,Shared,Similar,No,No
8747,12199,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=12199&pm=8747,90,0.37815126050420167,1,3417370063,3417955044,669,2.0,2.0,0.0,0.0,7.433333333333334,163.0,No,No,Quality,Strategy,Code,Relative,Shared,Similar,No,No
8816,12020,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=12020&pm=8816,12,1.0,1,3419599557,3419626064,216,2.5,2.0,0.0,0.0,18.0,8.0,No,No,Quality,Strategy,Code,Absolute,Shared,Similar,No,No
9714,12167,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=12167&pm=9714,70,0.16826923076923078,1,3420379521,3421583949,757,2.0,2.0,0.0,0.0,10.814285714285715,335.0,No,No,Quality,Exploration,Code,Relative,Shared,Similar,No,No
9763,13499,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=13499&pm=9763,75,0.20161290322580644,1,3421758660,3424435190,368,2.0,1.0,0.0,0.0,4.906666666666666,744.0,Yes,No,Quality,Prediction,Code,Absolute,TC preferred,Different,No,No
9795,12201,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=12201&pm=9795,285,0.6867469879518072,1,3422190554,3422793506,1443,2.0,1.0,0.0,0.0,5.063157894736842,168.0,No,No,Quality,Strategy,Code,Absolute,Shared,Similar,No,No
9798,12202,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=12202&pm=9798,228,0.5968586387434555,1,3423226622,3423830369,1556,2.0,1.0,0.0,0.0,6.824561403508772,168.0,No,No,Quality,Exploration,Code,Absolute,TC preferred,Similar,No,No
9854,14455,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=14455&pm=9854,63,0.20930232558139536,1,3501430358,3502375198,460,2.0,1.0,0.0,0.0,7.301587301587301,263.0,No,No,Quality,Optimization,Code,Relative,Shared,Similar,No,No
9888,12204,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=12204&pm=9888,108,0.3624161073825503,1,3426445627,3427631967,552,2.0,1.0,0.0,0.0,5.111111111111111,330.0,No,No,Quality,Optimization,Code,Relative,Shared,Similar,No,No
9906,13564,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=13564&pm=9906,162,0.5015479876160991,1,3428237348,3428841529,1021,2.0,1.0,0.0,0.0,6.302469135802469,168.0,No,No,Quality,Exploration,Code,Absolute,Shared,Similar,No,No
10014,13565,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=13565&pm=10014,89,0.4238095238095238,1,3429468219,3430051118,505,2.0,1.0,0.0,0.0,5.674157303370786,162.0,No,No,Quality,Strategy,Code,Absolute,Shared,Similar,No,No
10032,13709,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=13709&pm=10032,111,0.444,1,3442762335,3443965192,794,2.0,1.0,0.0,0.0,7.153153153153153,335.0,No,No,Quality,Optimization,Code,Relative,Shared,Similar,No,No
10034,14354,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=14354&pm=10034,106,0.375886524822695,1,3491146351,3492349096,676,2.0,1.0,0.0,0.0,6.377358490566038,335.0,No,No,Quality,Strategy,Code,Relative,Shared,Similar,No,No
10043,13636,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=13636&pm=10043,52,0.3291139240506329,1,3430057923,3431260486,560,3.0,2.0,0.0,0.0,10.76923076923077,335.0,No,Yes,Resource or Both,Optimization,Code,Relative,TC preferred,Similar,No,No
10056,13566,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=13566&pm=10056,63,0.3539325842696629,1,3430672843,3431260661,351,2.0,1.5,0.0,0.0,5.571428571428571,164.0,No,No,Quality,Exploration,Code,Absolute,TC preferred,Similar,No,No
10119,13567,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=13567&pm=10119,59,0.329608938547486,1,3433083492,3433679889,469,2.0,2.0,0.0,0.0,7.9491525423728815,166.0,No,No,Quality,Optimization,Code,Relative,Shared,Similar,No,No
10147,13568,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=13568&pm=10147,42,0.28,1,3434288189,3434889374,318,2.0,1.0,0.0,0.0,7.571428571428571,167.0,No,No,Quality,Strategy,Code,Absolute,Shared,Similar,No,No
10201,13569,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=13569&pm=10201,105,0.35714285714285715,1,3436128681,3436707496,599,2.0,1.0,5000.0,5.0,5.704761904761905,161.0,No,No,Quality,Exploration,Code,Absolute,TC only,Similar,No,No
10202,13722,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=13722&pm=10202,120,0.5172413793103449,1,3438619908,3439817955,1036,2.0,2.0,0.0,0.0,8.633333333333333,333.0,No,No,Resource or Both,Optimization,Code,Absolute,Shared,Similar,No,No
10227,13570,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=13570&pm=10227,138,0.48936170212765956,1,3437316906,3437917150,912,3.0,2.0,5000.0,5.0,6.608695652173913,167.0,No,No,Quality,Exploration,Code,Absolute,Shared,Similar,No,No
10242,13679,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=13679&pm=10242,106,0.4491525423728814,1,3437953396,3438522000,604,2.0,1.0,5000.0,5.0,5.69811320754717,158.0,No,No,Quality,Strategy,Code,Absolute,Shared,Similar,No,No
10276,13680,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=13680&pm=10276,139,0.5914893617021276,1,3439757794,3440336359,1091,2.0,2.0,2500.0,2.5,7.848920863309353,161.0,No,No,Quality,Optimization,Code,Relative,Shared,Similar,No,No
10293,13681,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=13681&pm=10293,146,0.5551330798479087,1,3440959896,3442150764,912,2.0,2.0,5000.0,5.0,6.2465753424657535,331.0,No,No,Quality,Exploration,Code,Relative,Shared,Similar,No,No
10313,13754,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=13754&pm=10313,100,0.45871559633027525,1,3443879049,3445001883,461,3.0,2.0,5000.0,5.0,4.61,312.0,Yes,No,Quality,Prediction,Code,Absolute,TC preferred,Similar,No,No
