problem_id,round_id,link,num_contestants,contestant_registrant_ratio,num_rounds,first_submission_time,last_submission_time,experience,engagement_barrier,scoring_complexity,prize_pool,prize_number,average_experience,duration,machine_learning,improve,target,task_type,submission_type,scoring_type,provisional_testing,system_vs_provisional,prize_nonmonetary,prize_threshold
10322,13710,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=13710&pm=10322,23,0.27380952380952384,2,3444572827,3445168943,3045,2.0,2.0,0.0,0.0,132.3913043478261,166.0,No,No,Quality,Strategy,Code,Relative,Shared,Similar,No,No
10322,13766,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=13766&pm=10322,420,0.8235294117647058,2,3444572827,3445174802,3436,2.0,2.0,0.0,0.0,8.18095238095238,168.0,No,No,Quality,Strategy,Code,Relative,Shared,Similar,No,No
10328,13772,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=13772&pm=10328,93,0.36186770428015563,1,3444678876,3447028635,684,3.0,2.0,10000.0,5.0,7.354838709677419,653.0,No,Yes,Resource or Both,Optimization,Code,Absolute,TC preferred,Similar,No,No
10357,13767,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=13767&pm=10357,238,0.9834710743801653,2,3445777828,3446380802,3139,2.0,1.0,0.0,0.0,13.1890756302521,168.0,No,No,Quality,Optimization,Code,Relative,Shared,Similar,No,No
10357,13786,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=13786&pm=10357,40,0.4444444444444444,2,3445777828,3446380722,2937,2.0,1.0,0.0,0.0,73.425,168.0,No,No,Quality,Optimization,Code,Relative,Shared,Similar,No,No
10372,13768,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=13768&pm=10372,91,0.9680851063829787,2,3446988645,3448195194,1860,2.0,2.0,0.0,0.0,20.439560439560438,336.0,No,No,Quality,Optimization,Code,Relative,Shared,Similar,No,No
10372,13791,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=13791&pm=10372,79,0.5096774193548387,2,3446988645,3448194376,1833,2.0,2.0,0.0,0.0,23.20253164556962,335.0,No,No,Quality,Optimization,Code,Relative,Shared,Similar,No,No
10390,13796,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=13796&pm=10390,47,0.7580645161290323,6,3448640737,3449235174,1370,2.0,1.5,1000.0,5.0,29.148936170212767,166.0,No,No,Resource or Both,Optimization,Code,Absolute,Shared,Similar,Yes,No
10390,13797,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=13797&pm=10390,48,0.9056603773584906,6,3448640737,3449234517,1366,2.0,1.5,1000.0,5.0,28.458333333333332,165.0,No,No,Resource or Both,Optimization,Code,Absolute,Shared,Similar,Yes,No
10390,13798,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=13798&pm=10390,35,0.7954545454545454,6,3448640737,3449231242,1356,2.0,1.5,1000.0,5.0,38.74285714285714,165.0,No,No,Resource or Both,Optimization,Code,Absolute,Shared,Similar,Yes,No
10390,13799,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=13799&pm=10390,31,1.0,6,3448640737,3449843812,1356,2.0,1.5,1000.0,5.0,43.74193548387097,335.0,No,No,Resource or Both,Optimization,Code,Absolute,Shared,Similar,Yes,No
10390,13800,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=13800&pm=10390,30,1.0,6,3448640737,3449843980,1356,2.0,1.5,1000.0,5.0,45.2,335.0,No,No,Resource or Both,Optimization,Code,Absolute,Shared,Similar,Yes,No
10390,13801,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=13801&pm=10390,18,0.9473684210526315,6,3448640737,3449842622,1344,2.0,1.5,1000.0,5.0,74.66666666666667,334.0,No,No,Resource or Both,Optimization,Code,Absolute,Shared,Similar,Yes,No
10410,13795,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=13795&pm=10410,131,0.3521505376344086,1,3450015412,3451222230,917,1.5,1.0,0.0,0.0,7.0,336.0,No,No,Quality,Strategy,Code,Relative,Shared,Similar,No,No
10458,13872,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=13872&pm=10458,10,1.0,1,3452948156,3452975999,258,2.0,1.0,0.0,0.0,25.8,8.0,No,No,Quality,Strategy,Code,Absolute,Shared,Similar,No,No
10474,13897,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=13897&pm=10474,261,0.47889908256880737,1,3454851969,3456061184,1413,1.0,1.0,0.0,0.0,5.413793103448276,336.0,No,No,Quality,Optimization,Code,Absolute,Shared,Similar,No,No
10475,13923,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=13923&pm=10475,131,0.3447368421052632,1,3457281790,3458480392,622,2.0,1.0,0.0,0.0,4.748091603053435,333.0,No,No,Quality,Optimization,Code,Absolute,Shared,Similar,No,No
10576,13934,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=13934&pm=10576,164,0.36363636363636365,1,3459171920,3460381160,663,3.0,2.0,5000.0,5.0,4.0426829268292686,336.0,Yes,No,Quality,Prediction,Code,Absolute,TC preferred,Similar,No,No
10621,13953,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=13953&pm=10621,173,0.484593837535014,1,3461098122,3462281591,813,2.0,1.0,5000.0,5.0,4.699421965317919,329.0,No,No,Resource or Both,Optimization,Code,Relative,Shared,Similar,No,No
10655,13964,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=13964&pm=10655,219,0.5407407407407407,1,3463414507,3464614783,1251,2.0,1.0,0.0,0.0,5.712328767123288,334.0,No,No,Quality,Optimization,Code,Absolute,Shared,Similar,No,No
10676,14001,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=14001&pm=10676,33,0.28205128205128205,2,3468829971,3469965780,507,2.0,1.0,0.0,0.0,15.363636363636363,316.0,No,No,Quality,Exploration,Code,Absolute,Shared,Similar,No,No
10676,14176,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=14176&pm=10676,37,0.5606060606060606,2,3468829971,3469974222,511,2.0,1.0,0.0,0.0,13.81081081081081,318.0,No,No,Quality,Exploration,Code,Absolute,Shared,Similar,No,No
10679,14162,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=14162&pm=10679,221,0.68,1,3467397007,3467987877,1522,2.0,1.0,0.0,0.0,6.886877828054299,165.0,No,No,Quality,Exploration,Code,Absolute,TC preferred,Similar,No,No
10728,14195,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=14195&pm=10728,168,0.597864768683274,2,3471020117,3472221596,1295,2.0,1.0,0.0,0.0,7.708333333333333,334.0,No,No,Quality,Strategy,Code,Absolute,Shared,Similar,No,No
10728,14196,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=14196&pm=10728,75,0.78125,2,3471020117,3472221504,1211,2.0,1.0,0.0,0.0,16.14666666666667,334.0,No,No,Quality,Strategy,Code,Absolute,Shared,Similar,No,No
10729,16702,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16702&pm=10729,136,0.9927007299270073,1,3668953547,3670160387,2165,2.0,1.0,0.0,0.0,15.919117647058824,336.0,No,No,Quality,Optimization,Code,Relative,Shared,Similar,No,No
10756,14207,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=14207&pm=10756,29,0.7435897435897436,2,3473005859,3474206303,668,2.0,1.0,3000.0,5.0,23.03448275862069,334.0,No,No,Quality,Inference,Code,Absolute,Shared,Similar,No,No
10756,14209,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=14209&pm=10756,61,0.3885350318471338,2,3473005859,3474208752,691,2.0,1.0,3000.0,5.0,11.327868852459016,335.0,No,No,Quality,Inference,Code,Absolute,Shared,Similar,No,No
10807,14208,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=14208&pm=10807,30,0.45454545454545453,2,3475432167,3476627957,501,2.0,1.0,3000.0,5.0,16.7,333.0,No,No,Quality,Strategy,Code,Absolute,Shared,Similar,No,No
10807,14210,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=14210&pm=10807,61,0.324468085106383,2,3475432167,3476627572,517,2.0,1.0,3000.0,5.0,8.475409836065573,333.0,No,No,Quality,Strategy,Code,Absolute,Shared,Similar,No,No
10844,14226,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=14226&pm=10844,375,0.6097560975609756,1,3478444781,3479648338,2032,2.0,1.0,0.0,0.0,5.418666666666667,335.0,No,No,Quality,Optimization,Code,Relative,TC preferred,Similar,No,No
10885,14227,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=14227&pm=10885,312,0.6190476190476191,1,3480256417,3481462764,2515,1.0,1.0,0.0,0.0,8.060897435897436,336.0,No,No,Quality,Optimization,Code,Absolute,Shared,Similar,No,No
10918,14264,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=14264&pm=10918,212,0.4690265486725664,1,3482073855,3483277163,1284,2.0,2.0,0.0,0.0,6.056603773584905,335.0,No,No,Quality,Optimization,Code,Absolute,Shared,Similar,No,No
10942,14272,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=14272&pm=10942,438,0.6616314199395771,2,3483278356,3485696381,4109,2.0,1.0,0.0,0.0,9.381278538812785,672.0,No,No,Quality,Optimization,Code,Relative,Shared,Similar,No,No
10942,14300,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=14300&pm=10942,65,0.23381294964028776,2,3483278356,3485696399,3741,2.0,1.0,0.0,0.0,57.55384615384615,672.0,No,No,Quality,Optimization,Code,Relative,Shared,Similar,No,No
10967,16494,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16494&pm=10967,77,0.9390243902439024,1,3653661998,3654867573,904,1.0,1.0,0.0,0.0,11.74025974025974,335.0,No,No,Quality,Optimization,Code,Absolute,Shared,Similar,No,No
10989,14273,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=14273&pm=10989,254,0.9883268482490273,2,3486302126,3487510775,3894,2.0,1.0,0.0,0.0,15.330708661417322,336.0,No,No,Quality,Optimization,Code,Absolute,Shared,Similar,No,No
10989,14339,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=14339&pm=10989,76,0.4578313253012048,2,3486302126,3487510700,3709,2.0,1.0,0.0,0.0,48.80263157894737,336.0,No,No,Quality,Optimization,Code,Absolute,Shared,Similar,No,No
11016,14274,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=14274&pm=11016,79,0.9753086419753086,2,3488729144,3489929963,1823,2.0,1.0,0.0,0.0,23.075949367088608,334.0,No,No,Resource or Both,Optimization,Code,Absolute,Shared,Similar,No,No
11016,14351,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=14351&pm=11016,45,0.26011560693641617,2,3488729144,3489929393,1777,2.0,1.0,0.0,0.0,39.48888888888889,334.0,No,No,Resource or Both,Optimization,Code,Absolute,Shared,Similar,No,No
11122,14355,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=14355&pm=11122,160,0.4610951008645533,1,3493563110,3494768347,1161,2.0,1.0,0.0,0.0,7.25625,335.0,No,No,Quality,Strategy,Code,Relative,Shared,Similar,No,No
11123,14412,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=14412&pm=11123,293,0.6525612472160356,1,3497188113,3498400774,2064,2.0,1.0,0.0,0.0,7.044368600682594,337.0,No,No,Quality,Optimization,Code,Relative,Shared,Similar,No,No
11140,14275,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=14275&pm=11140,12,1.0,1,3495890946,3495974201,281,2.0,1.0,0.0,0.0,23.416666666666668,24.0,No,No,Quality,Strategy,Code,Absolute,Shared,Similar,No,No
11313,14481,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=14481&pm=11313,139,0.281947261663286,1,3505228959,3507040716,794,3.0,2.0,10000.0,5.0,5.712230215827338,504.0,Yes,No,Quality,Classification,Code,Absolute,TC preferred,Similar,No,No
11353,14495,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=14495&pm=11353,147,0.4388059701492537,1,3510409618,3511011583,1055,2.0,2.0,0.0,0.0,7.1768707482993195,168.0,No,No,Quality,Optimization,Code,Absolute,Shared,Similar,No,No
11367,14502,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=14502&pm=11367,368,0.6752293577981652,2,3511704981,3514121974,3947,2.0,1.0,0.0,0.0,10.72554347826087,672.0,No,No,Quality,Inference,Code,Absolute,Shared,Similar,No,No
11367,14503,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=14503&pm=11367,51,0.21794871794871795,2,3511704981,3514118674,3634,2.0,1.0,0.0,0.0,71.25490196078431,671.0,No,No,Quality,Inference,Code,Absolute,Shared,Similar,No,No
11441,14556,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=14556&pm=11441,222,0.961038961038961,2,3515937851,3517145999,3786,2.0,1.0,0.0,0.0,17.054054054054053,336.0,No,No,Quality,Optimization,Code,Relative,Shared,Similar,No,No
11441,14557,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=14557&pm=11441,39,0.2582781456953642,2,3515937851,3517145884,3592,2.0,1.0,0.0,0.0,92.1025641025641,336.0,No,No,Quality,Optimization,Code,Relative,Shared,Similar,No,No
11457,14570,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=14570&pm=11457,70,0.22653721682847897,1,3517207126,3518355461,574,3.0,2.0,10000.0,5.0,8.2,319.0,Yes,No,Quality,Detection,Code,Absolute,Shared,Similar,No,No
11481,14565,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=14565&pm=11481,88,0.9887640449438202,2,3518356985,3519565165,2062,2.0,2.0,0.0,0.0,23.431818181818183,336.0,No,No,Quality,Exploration,Code,Relative,Shared,Similar,No,No
11481,14581,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=14581&pm=11481,58,0.3493975903614458,2,3518356985,3519564379,2019,2.0,2.0,0.0,0.0,34.810344827586206,336.0,No,No,Quality,Exploration,Code,Relative,Shared,Similar,No,No
11558,14632,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=14632&pm=11558,12,1.0,1,3526036696,3526077474,338,3.0,2.0,0.0,0.0,28.166666666666668,12.0,No,No,Quality,Optimization,Code,Relative,Shared,Similar,No,No
11585,14672,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=14672&pm=11585,254,0.5110663983903421,1,3528465723,3529677557,1731,2.0,1.0,0.0,0.0,6.81496062992126,337.0,No,No,Quality,Optimization,Code,Relative,Shared,Similar,No,No
11734,15023,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=15023&pm=11734,173,0.5728476821192053,1,3534872755,3536675986,883,3.0,2.0,10000.0,5.0,5.104046242774566,501.0,No,No,Resource or Both,Optimization,Code,Absolute,TC preferred,Similar,No,No
11747,15034,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=15034&pm=11747,234,0.5693430656934306,1,3536959148,3538144706,1361,3.0,2.0,10000.0,5.0,5.816239316239316,330.0,Yes,No,Quality,Classification,Code,Absolute,TC preferred,Similar,No,No
11776,15038,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=15038&pm=11776,256,0.7925696594427245,1,3537294223,3538490357,1460,3.0,2.0,10000.0,5.0,5.703125,333.0,No,No,Resource or Both,Optimization,Code,Absolute,TC preferred,Similar,No,No
11786,15078,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=15078&pm=11786,75,0.7009345794392523,1,3540739911,3541942574,733,3.0,2.0,10000.0,5.0,9.773333333333333,335.0,No,Yes,Resource or Both,Optimization,Code,Absolute,TC preferred,Similar,No,No
11806,15076,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=15076&pm=11806,60,0.3973509933774834,1,3540291916,3542029171,420,3.0,2.0,10000.0,5.0,7.0,483.0,Yes,No,Quality,Inference,Code,Absolute,TC preferred,Similar,No,No
11816,15077,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=15077&pm=11816,81,0.5869565217391305,1,3540369084,3541514382,707,3.0,1.0,7500.0,5.0,8.728395061728396,319.0,No,No,Quality,Optimization,Code,Absolute,TC only,Similar,Yes,No
11824,15080,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=15080&pm=11824,36,0.5538461538461539,1,3540917123,3542118731,402,2.5,2.0,1000.0,2.0,11.166666666666666,334.0,Yes,Yes,Quality,Classification,Code,Absolute,TC preferred,Similar,No,No
11839,15087,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=15087&pm=11839,27,0.10756972111553785,1,3541811301,3543584152,313,3.0,2.0,10000.0,5.0,11.592592592592593,493.0,Yes,Yes,Resource or Both,Detection,Code,Absolute,Shared,Similar,No,No
11859,15099,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=15099&pm=11859,148,0.4134078212290503,2,3542551577,3543757115,1775,2.0,1.0,0.0,0.0,11.993243243243244,335.0,No,No,Quality,Optimization,Code,Absolute,Shared,Similar,No,No
11859,15104,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=15104&pm=11859,12,0.14457831325301204,2,3542551577,3543752358,1656,2.0,1.0,0.0,0.0,138.0,334.0,No,No,Quality,Optimization,Code,Absolute,Shared,Similar,No,No
11909,15100,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=15100&pm=11909,132,0.6875,2,3544968032,3546176211,1817,2.0,1.0,0.0,0.0,13.765151515151516,336.0,No,No,Quality,Strategy,Code,Absolute,Shared,Similar,No,No
11909,15125,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=15125&pm=11909,7,1.0,2,3544968032,3546158311,1699,2.0,1.0,0.0,0.0,242.71428571428572,331.0,No,No,Quality,Strategy,Code,Absolute,Shared,Similar,No,No
11915,15130,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=15130&pm=11915,75,0.47770700636942676,1,3545526986,3546694782,704,2.0,2.0,10000.0,5.0,9.386666666666667,325.0,No,Yes,Resource or Both,Optimization,Code,Absolute,TC preferred,Similar,Yes,No
11942,15137,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=15137&pm=11942,163,0.49096385542168675,1,3546236103,3547511929,860,2.0,2.0,0.0,0.0,5.276073619631902,355.0,No,No,Quality,Optimization,Code,Relative,Shared,Similar,No,No
11953,15189,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=15189&pm=11953,73,0.553030303030303,1,3548112852,3549239974,603,3.0,3.0,10000.0,5.0,8.26027397260274,314.0,Yes,No,Quality,Prediction,Code,Absolute,TC preferred,Different,No,No
11984,15101,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=15101&pm=11984,137,0.6919191919191919,2,3547388399,3548595557,2477,2.0,2.0,0.0,0.0,18.080291970802918,336.0,No,No,Quality,Optimization,Code,Relative,Shared,Similar,No,No
11984,15155,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=15155&pm=11984,19,0.1792452830188679,2,3547388399,3548588073,2357,2.0,2.0,0.0,0.0,124.05263157894737,334.0,No,No,Quality,Optimization,Code,Relative,Shared,Similar,No,No
12122,15520,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=15520&pm=12122,459,0.9198396793587175,1,3567351160,3569162390,1787,3.0,2.5,30000.0,10.0,3.893246187363834,504.0,Yes,No,Quality,Optimization,Code,Absolute,Shared,Different,Yes,No
12154,15322,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=15322&pm=12154,56,0.9333333333333333,1,3554739590,3556472128,590,2.0,2.0,10000.0,5.0,10.535714285714286,482.0,Yes,No,Quality,Prediction,Code,Absolute,TC preferred,Similar,No,No
12204,15154,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=15154&pm=12204,12,1.0,2,3558089209,3558131986,689,2.0,2.0,0.0,0.0,57.416666666666664,12.0,No,No,Quality,Strategy,Code,Relative,Shared,Similar,No,No
12204,15409,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=15409&pm=12204,20,0.9523809523809523,2,3558089209,3560172888,697,2.0,2.0,0.0,0.0,34.85,579.0,No,No,Quality,Strategy,Code,Relative,Shared,Similar,No,No
12234,15398,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=15398&pm=12234,38,0.95,1,3559121159,3559262338,455,2.0,2.0,1000.0,2.0,11.973684210526315,40.0,No,No,Quality,Strategy,Code,Relative,Shared,Similar,No,No
12284,15458,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=15458&pm=12284,55,0.9821428571428571,1,3562347991,3564151060,465,3.0,3.0,10000.0,5.0,8.454545454545455,501.0,Yes,No,Quality,Prediction,Code,Absolute,Shared,Similar,No,No
12444,15570,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=15570&pm=12444,112,1.0,1,3570978249,3572182640,1115,1.5,1.0,0.0,0.0,9.955357142857142,335.0,No,No,Quality,Optimization,Code,Relative,Shared,Similar,No,No
12472,15611,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=15611&pm=12472,40,0.7407407407407407,2,3573831783,3576229032,453,3.0,2.5,10000.0,4.0,11.325,666.0,Yes,No,Resource or Both,Detection,Code,Absolute,Shared,Similar,No,No
12472,15652,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=15652&pm=12472,35,0.6481481481481481,2,3573831783,3575624356,445,3.0,2.5,10000.0,4.0,12.714285714285714,498.0,Yes,No,Resource or Both,Detection,Code,Absolute,Shared,Similar,No,No
12487,15608,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=15608&pm=12487,329,0.987987987987988,2,3573394536,3574601983,3410,2.0,1.0,0.0,0.0,10.364741641337385,336.0,No,No,Quality,Strategy,Code,Relative,Shared,Similar,No,No
12487,15609,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=15609&pm=12487,16,0.9411764705882353,2,3573394536,3574601061,3110,2.0,1.0,0.0,0.0,194.375,336.0,No,No,Quality,Strategy,Code,Relative,Shared,Similar,No,No
12507,15618,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=15618&pm=12507,66,0.9295774647887324,1,3574187271,3575386469,377,3.5,3.0,10000.0,5.0,5.712121212121212,334.0,Yes,No,Quality,Prediction,Code,Relative,TC preferred,Different,No,No
12525,15637,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=15637&pm=12525,56,0.9824561403508771,1,3575934636,3576661039,576,3.0,2.0,10000.0,5.0,10.285714285714286,202.0,Yes,Yes,Resource or Both,Optimization,Code,Relative,Shared,Similar,No,No
12544,15648,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=15648&pm=12544,247,0.9959677419354839,2,3576417314,3577625994,2973,2.0,1.0,0.0,0.0,12.036437246963562,336.0,No,No,Quality,Optimization,Code,Absolute,Shared,Similar,No,No
